MNTH,Day,Year,MAX,MIN,AVG, DEP,HDD,CDD,WTR,SNW, DPTH,AVGSPD,MAXSPD,DIR, MIN,PSBL, S-S,WX,SPD ,DR
9,5,2021,90,79,85,3,e,2e e.e9,0.09,e.e,e,8.7,17,,M,M,6 13,22 34e,,
9,6,2021,94,76,85,3,e,2e e.ee,0,e.e,e,5.9,14,,M,M,5,18 Ile,,
9,7,2021,96,68,82,1,e,17 e.ee,0,e.e,e,5.3,13,,M,M,6,18 17e,,
9,8,2021,94,69,82,1,e,17 e.B9,0.09,e.e,e,7.7,29,5e,M,M,4 3,41,,
9,9,2021,92,66,79,-2,e,14 e.ee,0,e.e,e,7.4,13,,M,M,1,18 13e,,
9,10,2021,92,67,80,e,e,15 e.ee,0,e.e,e,8.1,16,,M,M,e,24 2ee,,
9,11,2021,91,67,79,-1,e,14 e.ee,0,e.e,e,7.3,14,,M,M,e,21 Ile,,
9,12,2021,90,65,78,-2,e,13 e.ee,0,e.e,e,7,16,,M,M,3,22 2ee,,
9,13,2021,88,71,80,1,e,15,2,e.e,e,8,17,,M,M,6,25 17e,30,
9,14,2021,85,70,78,,e,13,2,e.e,e,7.1,21,,M,M,5 18,28 12e,,
9,15,2021,91,68,80,1,e,15 e.ee,0,e.e,e,7.2,17,4 €,M,M,4,23,,
9,16,2021,91,71,81,3,e,16 e.ee,0,e.e,e,5.2,13,6e,M,M,2,18,,
9,17,2021,92,71,82,4,e,17 e.ee,0,e.e,e,4.7,14,se,M,M,2,19,,
9,18,2021,96,72,84,6,e,19 e.ee,0,e.e,e,6.5,16,le,M,M,2,22,30,
9,19,2021,94,73,84,6,e,19 e.ee,0,e.e,e,5.3,17,,M,M,2,22 12e,,
9,20,2021,100,73,87,le,e,22 e.ee,0,e.e,e 12.5 2e 17e,12.5,20,,M,M,3,25 22e,,
9,21,2021,88,68,78,1,e,13 e.el,0.01,e.e,e 15.5 26 36e,15.5,26,,M,M,7 3,36 35e,,
9,22,2021,83,60,72,-5,e,7 e.ee,0,e.e,e,8.2,17,,M,M,1,24 350,,
9,23,2021,85,56,71,-5,e,6 e.ee,0,e.e,e,3.2,9,,M,M,2 8,13 149,,
9,24,2021,87,58,73,,e,8 e.ee,0,e.e,e,4.8,13,,M,M,5,19 2ee,,
9,25,2021,91,60,76,e,e,11 e.ee,0,e.e,e,4.8,12,,M,M,2,19 13e,,
9,26,2021,91,64,78,3,e,13 e.ee,0,e.e,e,8.2,17,,M,M,3,27 17e,,
9,27,2021,88,65,77,2,e,12 e.ee,0,e.e,e,8.6,16,,M,M,6,21 16a,,
9,28,2021,93,68,81,7,e,16,2,e.e,e,8.3,20,,M,M,6 8,25 14e,90,
9,29,2021,90,69,80,6,e,15 e.ee,0,e.e,e,9.9,20,,M,M,7 3,26 14e,,
9,30,2021,89,69,79,5,e,14 e.e6,0.06,e.e,e,9.4,28,le,M,M,7 3,35 36e,,
10,1,2021,78,67,73,e,e,8 e.5e,0.5,e.e,e,4.5,17,,M,M,8,22 15e,,
10,2,2021,86,69,78,5,e,13 0.08,0.08,e.e,e,6.1,16,,M,M,6,21 200,,
10,3,2021,87,64,76,3,e,11 e.ee,0,e.e,e,5.7,17,,M,M,3 8,24 330,,
10,4,2021,88,61,75,3,e,le e.ee,0,e.e,e,7.8,21,2a,M,M,,27,,
10,5,2021,87,61,74,2,e,9 e.ee,0,e.e,e,8,14,360,M,M,,1900%,,
10,6,2021,88,61,75,3,e,le e.ee,0,e.e,e,3.2,9,3e,M,M,,15,,
10,7,2021,92,62,77,6,e,12 e.ee,0,e.e,e,7.7,17,,M,M,2 8,24 180,,
10,8,2021,93,69,81,le,e,16 e.ee,0,e.e,e 14.4 24 190,14.4,24,,M,M,4,3e 180,,
10,9,2021,92,68,80,le,e,15 e.ee,0,e.e,e 14.5 23 200,14.5,23,,M,M,4,29 190,,
10,10,2021,92,63,78,8,e,13 e. 77,0.77,e.e,e 19.e 47 270,19,47,,M,M,6 123,7e 260,,
10,11,2021,83,62,73,3,e,8 e.ee,0,e.a,e,6.3,20,,M,M,1,3e 250,,
10,12,2021,84,62,73,4,e,8,2,e.e,e 12.6 25 170,12.6,25,,M,M,8,34 180,,
10,13,2021,88,65,77,8,e,12 e. 85,0.85,e.e,e 14.3 29 18e,14.3,29,,M,M,le 13,41 170,,
10,14,2021,83,67,75,6-Jan,e,le e.B1,0.01,e.a,e,6.6,23,,M,M,7,3e 110,,
10,15,2021,76,57,67,,e,2 e.ee,0,e.e,e 13.1 26 340,13.1,26,,M,M,3,34 350,,
10,16,2021,74,51,63,-5,2,e e.ee,0,e.e,e,7.7,16,20,M,M,,23,,
10,17,2021,74,47,61,-6,4,e e.ee,0,e.e,e,3.9,10,,M,M,5 8,15 120,,
10,18,2021,76,51,64,-3,1,e e.ee,0,e.a,e,6.9,18,,M,M,4,25 2ee,,
10,19,2021,81,59,70,3,e,5 e.ee,0,e.e,e 11.6 22 160,11.6,22,,M,M,5,28 140,,
10,20,2021,83,67,75,9,e,le e.ee,0,e.e,e,9.5,20,,M,M,7,26 190,,
10,21,2021,84,64,74,8,e,9 e.ee,0,e.a,e,7.4,14,30,M,M,3,19,,
10,22,2021,85,58,72,7,e,7 e.ee,0,e.e,e,7,14,160,M,M,2,19 170,,
10,23,2021,86,67,77,12,e,12 e.ee,0,e.e,e 15.0 25 170,15,25,,M,M,3,34 170,,
10,24,2021,86,68,77,12,e,12 e.ee,0,e.e,e 15.1 26 2ee,15.1,26,,M,M,6 3,34 170,,
10,25,2021,87,62,75,11,e,le e.ee,0,e.e,e,5.9,13,,M,M,,19 100,,
10,26,2021,87,67,77,13,e,12 e.ee,0,e.e,e 14.8 3e 170,14.8,30,,M,M,6 1,43 170,,
10,27,2021,78,60,69,5,e,4 e.75,0.75,e.e,e 13.8 33 290,13.8,33,,M,M,6 13,46 290,,
10,28,2021,73,59,66,3,e,1 e.ee,0,e.a,e 24.2 43 320,24.2,43,,M,M,,6e 310,,
10,29,2021,72,52,62,-1,3,e e.ee,0,e.e,e 19.9 35 330,19.9,35,,M,M,e,46 320,,
10,30,2021,75,45,60,,5,e e.ee,0,e.e,e,4.3,10,,M,M,e,320,,
10,31,2021,80,50,65,3,e,e e.ee,0,e.a,e,6.6,14,,M,M,e,21,,
11,1,2021,80,53,67,5,e,2 e.ee,0,e,6.8 16 18e,6.8,16,M,M,5,22 18e,,,
11,2,2021,61,49,55,-6,le,e e. 39,0.39,e le.3 18 36e,,10.3,18,M,M,9 1,24,le,,
11,3,2021,50,46,48,,17,e e.84,0.84,e 11.1,,11.1,20,M,M,le 13,26,4e,le,
11,4,2021,59,45,52,-8,13,e e.ee,0,e,5.1,5.1,30,M,M,6,15,3e,,
11,5,2021,61,41,51,-9,14,e e.ee,0,e,4.2,4.2,10,M,M,,15 15e,,,
11,6,2021,67,42,55,-5,le,e e.ee,0,e,4.8,4.8,10,M,M,e,14 19e,,,
11,7,2021,75,45,60,1,5,e e.ee,0,e,8.7,8.7,15,M,M,e,21 19e,,,
11,8,2021,73,50,62,3,3,e e.ee,0,e le.6,,10.6,20,M,M,2,27 18e,,,
11,9,2021,76,58,67,8,e,2 e.ee,0,e le.6,,10.6,21,M,M,7,26 18e,,,
11,10,2021,78,56,67,9,e,2 1.27,1.27,e 13.7,,13.7,33,M,M,8 1358,45 29e,,,
11,11,2021,67,47,57,-1,8,e e.ee,0,e le.2,,10.2,26,M,M,2,36 35e,,,
11,12,2021,69,44,57,-1,8,e e.ee,0,e le.6,,10.6,25,M,M,8,33 36e,,,
11,13,2021,64,39,52,-5,13,e e.ee,0,e,6.5,6.5,14,M,M,3,17 17e,,,
11,14,2021,70,45,58,1-Jan,7,e e.ee,0,e,4.9,4.9,15,M,M,3,19 19e,,,
11,15,2021,81,47,64,8,1,e e.ee,0,e,6.4,6.4,16,M,M,2 8,2e 18e,,,
11,16,2021,80,61,71,15,e,6 e.ee,0,e 19.4,,19.4,29,M,M,2,4e 19e,,,
11,17,2021,83,55,69,13,e,4 e.ee,0,e 18.4,,18.4,28,M,M,5,38,le,,
11,18,2021,62,44,53,,12,e e.ee,0,e,7,7,28,M,M,4,38,2e,,
11,19,2021,62,40,51,-4,14,e e.ee,0,e,6.6 16 14e,6.6,16,M,M,3,23 14e,,,
11,20,2021,72,45,59,4,6,e e.ee,0,e 12.8 26 19e,,12.8,26,M,M,5,32 18e,,,
11,21,2021,69,51,60,6,5,e e.ee,0,e 13.8 23 35e,,13.8,23,M,M,9,29 33e,,,
11,22,2021,67,42,55,,le,e e.ee,0,e,6.8 le 33e,6.8,10,M,M,,15 34e,,,
11,23,2021,71,43,57,3,8,e e.ee,0,e 12.4 22 18e,,12.4,22,M,M,2,33 18e,,,
11,24,2021,77,53,65,11,e,e e.ee,0,e 13.2 33 19e,,13.2,33,M,M,6,43 19e,,,
11,25,2021,65,42,54,,11,e e.ee,0,e 15.5 28 35e,,15.5,28,M,M,6,38 33e,,,
11,26,2021,57,35,46,-7,19,e e.ee,0,e,6.4 12 17e,6.4,12,M,M,7,18 18e,,,
11,27,2021,59,42,51,-2,14,e e.61,0.61,e,7.2 14 19e,7.2,14,M,M,9 1,18 19e,,,
11,28,2021,66,45,56,4,9,e e.ee,0,e,7.6 2a 35e,7.6,20,M,M,2 18,23 35e,,,
11,29,2021,74,38,56,4,9,e e.ee,0,e,7.8 15 19e,7.8,15,M,M,e 18,19 21e,,,
11,30,2021,78,45,62,10,3,e e. eo,0,e,8.8 17 2ee,8.8,17,M,M,3 8,22 19e,,,
12,1,2021,75,51,63,12,2,e e.ee,0,e.e,e,6.4,15,,M,M,2 8,,,
12,2,2021,81,45,63,12,2,e e.ee,0,e.e,e,5.8,14,,M,M,5 8,16 17e,,
12,3,2021,74,57,66,15,e,1 e.ee,0,e.e,e,9.2,20,,M,M,6 18,23 19e,30,
12,4,2021,75,59,67,16,e,2 e.ee,0,e.e,e,7.8,18,,M,M,6,25 2ee,,
12,5,2021,78,57,68,18,e,3 e.ee,0,e.e,e Il.e 25 190,11,25,,M,M,8,32 19e,,
12,6,2021,68,40,54,4,11,e e.ee,0,e.e,e 17.4,17.4,35,le,M,M,3,43,,
12,7,2021,59,35,47,-3,18,e e.ee,0,e.e,e,4.8,15,16e,M,M,5,20 16e,,
12,8,2021,59,41,50,e,15,e e.ee,0,e.e,e,5.9,13,150,M,M,8 128,17 150,4e,
12,9,2021,81,59,70,21,e,5 e.ee,0,e.e,e 13.5,13.5,22,2ee,M,M,8,31 21e,,
12,10,2021,83,65,74,25,e,9 e.ee,0,e.e,e 14.e,14,23,200,M,M,8,31 29e,,
12,11,2021,74,37,56,7,9,e e.ee,0,e.e,e 12.7,12.7,36,330,M,M,5,46 34e,,
12,12,2021,60,32,46,-3,19,e e.ee,0,e.e,e,8.2,18,19e,M,M,e,23 15e,,
12,13,2021,70,40,55,7-Jan,le,e e.e2,0.02,e.e,e,9.9,18,,M,M,3,25 15e,,
12,14,2021,76,56,66,18,e,T,2,e.e,e,11.9,23,,M,M,7,29 18e,,
12,15,2021,80,67,74,26,e,9,2,e.e,e,22.3,37,,M,M,8,49 18e,,
12,16,2021,76,60,68,2e,e,3 e.ee,0,e.e,e,10.5,23,,M,M,8 8,29 18e,,
12,17,2021,78,60,69,21,e,4,2,e.e,e,12.4,29,,M,M,9,37 19e,,
12,18,2021,71,39,55,8,le,e e.16,0.16,e.e,e,19.4,31,,M,M,7 13,4e 36e,2e,
12,19,2021,48,34,41,-6,24,e e.ee,0,e.e,e,7.8,17,20,M,M,7,23 36e,le,
12,20,2021,54,39,47,e,18,e e. le,0.1,e.e,e,4.8,10,6a,M,M,7 1,14 Ile,le,
12,21,2021,63,35,49,2,16,e e.ee,0,e.e,e,5.6,15,,M,M,,19 180,,
12,22,2021,66,42,54,7,11,e e.ee,0,e.e,e,6.7,14,,M,M,2,19 12e,,
12,23,2021,76,52,64,17,1,e e.ee,0,e.e,e 16.1 28 200,16.1,28,,M,M,7,38 190,2e,
12,24,2021,82,60,71,25,e,6 e.ee,0,e.e,e 19.3 29 2ee,19.3,29,,M,M,5,38 2ee,2e,
12,25,2021,82,58,70,24,e,5 e.ee,0,e.e,e,8.9,22,,M,M,7,27 2ee,,
12,26,2021,79,57,68,22,e,3 e.ee,0,e.e,e 13.6 25 190,13.6,25,,M,M,6 12,,,
12,27,2021,80,62,71,25,e,6 e.ee,0,e.g,e IO.6 2e 21a,10.6,20,,M,M,6,25 2ee,,
12,28,2021,81,57,69,23,e,4 e.ee,0,e.e,e 11.6 29 19a,11.6,29,,M,M,6,4e 18e,,
12,29,2021,74,54,64,18,1,e e.15,0.15,e.e,e,6,25,,M,M,7 13,32 13e,,
12,30,2021,75,48,62,16,3,e,2,e.e,e,5.8,14,,M,M,7,18 27e,,
12,31,2021,72,52,62,16,3,e,2,e.e,e,6.9,16,,M,M,9 18,2e 19e,2e,
1,1,2022,73,23,48,2,17,e e.e5,0.05,e.e,e 12.7 38 310,12.7,38,,M,M,9,48 31e,,
1,2,2022,40,19,30,-16,35,e e.ee,0,e.e,e 16.8 31 330,16.8,31,,M,M,3,38 32e,,
1,3,2022,55,24,40,-6,25,e e.ee,0,e.e,e,7.4,14,,M,M,2,19 16e,,
1,4,2022,65,34,50,4,15,e e.ee,0,e.e,e 13.5 28 190,13.5,28,,M,M,3,34 2ee,,
1,5,2022,62,38,50,4,15,e e.ee,0,e.e,e,9.7,18,30,M,M,,23,,
1,6,2022,42,28,35,-11,30,e e.ee,0,e.e,e 13.8 28 360,13.8,28,,M,M,5,35 35e,,
1,7,2022,49,21,35,-11,3e,e e.ee,0,e.e,e,9.3,18,,M,M,5,25 18e,,
1,8,2022,64,47,56,10,9,e e.e3,0.03,e.e,e 11.5 23 200,11.5,23,,M,M,10,32 19e,,
1,9,2022,62,41,52,6,13,e,0.2,e.e,e 16.5 28,16.5,28,1e,M,M,8 18,36 35e,30,
1,10,2022,56,32,44,,21,e e.ee,0,e.e,e,7.7,22,20,M,M,5,29,le,
1,11,2022,62,29,46,e,19,e e.ee,0,e.e,e,8.7,16,,M,M,5,22 ne,,
1,12,2022,64,36,50,4,15,e e.ee,0,e.e,e,7.5,15,,M,M,3,18 21e,,
1,13,2022,76,37,57,11,8,e e.ee,0,e.e,e,5.4,14,,M,M,2,18 34a,,
1,14,2022,79,39,59,13,6,e e.ee,0,e.e,e Il.e 39 330,11,39,,M,M,6,51 330,,
1,15,2022,51,32,42,-4,23,e,0.2,T,e 25.5 4e 340,25.5,40,,M,M,7,58 32e,,
1,16,2022,54,28,41,-5,24,e e.ee,0,e.e,e,7.7,21,,M,M,,28 32e,,
1,17,2022,65,31,48,2,17,e e.ee,0,e.e,e,5.8,14,,M,M,,19 19e,,
1,18,2022,75,45,60,14,5,e e.ee,0,e.e,e 17.7 29 190,17.7,29,,M,M,4,37 18e,,
1,19,2022,62,34,48,2,17,e,0.2,e.e,e 17.4 32 360,17.4,32,,M,M,6,4e 350,,
1,20,2022,38,24,31,-15,34,e e.ee,0,e.e,e 19.1 3e,19.1,30,le,M,M,8,39,,
1,21,2022,44,20,32,-14,33,e e.ee,0,e.e,e,6,15,3a,M,M,2,18,le,
1,22,2022,51,26,39,-8 e,26 18,0,0,e.e e.e,e e,2.9,9,,M M,M M,1 8,12,,
1,23,2022,66,28,47,,,,0,,,7.9,14,,,,,19 3ee,30,
1,24,2022,59,39,49,2,16,e,0.2,e.e,e,7.1,16,,M,M,7 1,21 21e,39,
1,25,2022,60,37,49,2,16,e e.ee,0,e.e,e Il.e 21,11,21,30,M,M,3 12,27,,
1,26,2022,50,27,39,-8,26,e,0.2,e.e,e,6.4,18,20,M,M,4,23,,
1,27,2022,51,37,44,-3,21,e,0.2,e.e,e,6.4,17,,M,M,7,21 35e,,
1,28,2022,57,31,44,-3,21,e e.ee,0,e.e,e 11.3 23 320,11.3,23,,M,M,,3e 32e,,
1,29,2022,68,30,49,2,16,e e.ee,0,e.e,e,8.1,20,,M,M,e,3e 23e,,
1,30,2022,71,35,53,5,12,e e.ee,0,e.e,e,9.1,15,,M,M,4,2e 17e,,
1,31,2022,69,46,58,le,7,e e.ee,0,e.e,e le.6 22 190,10.6,22,,M,M,7,29 16e,,
2,1,2022,73,55,64,16,1,e O.ee,0,e.e,e 10.5 21 160,10.5,21,,M,M,8,3e 176,,
2,2,2022,59,31,45,-3,ze,e l.ıe,1.1,e.2,e 15.6 26,15.6,26,10,M,M,le 146,37,,
2,3,2022,31,20,26,,39,e 0.29,0.29,1.5,1 18.8 26 340,18.8,26,,M,M,le 146,33 330,,
2,4,2022,35,20,28,,37,e e.oe,0,ese,1 14.4 23 330,14.4,23,,M,M,s,28 320,,
2,5,2022,47,19,33,,32,e e.ee,0,ese,T,6.8,16,180,M,M,e,21 18e,,
2,6,2022,56,27,42,-7,23,e e.ee,0,e.e,T,7.2,16,180,M,M,1,21 180,,
2,7,2022,59,33,46,-3,19,e e.ee,0,ese,e,9.2,21,360,M,M,,27 350,,
2,8,2022,68,32,50,1,15,e e.ee,0,ese,e 11.2,11.2,21,210,M,M,1,28 21e,,
2,9,2022,70,35,53,4,12,e e.ee,0,ese,e,5.9,15,340,M,M,2,,,
2,10,2022,73,37,55,6,le,e e.ee,0,e.e,e,5.7,13,210,M,M,2,17 32e,,
2,11,2022,78,41,60,e,5,e e. ae,0,ese,e 12.1,12.1,24,40,M,M,2,34,,
2,12,2022,56,33,45,-5,2e,e,0.2,,e 16.9,16.9,33,10,M,M,6,46,,
2,13,2022,66,29,48,,17,e e.ee,0,e.e,e,6.7,18,250,M,M,1,23 240,,
2,14,2022,73,35,54,4,11,e e.ee,0,ese,"e 10,1",10.1,21,ne,M,M,e,3e 170,,
2,15,2022,72,42,57,7,8,e e.ee,0,e.e,e 19.3,19.3,35,2ee,M,M,2,46 2ee,,
2,16,2022,68,61,65,14,e,e,0.2,e.e,e 19.9,19.9,33,190,M,M,le,46 180,,
2,17,2022,68,32,50,-1,15,e 0.08,0.08,e.e,e 21.1,21.1,33,330,M,M,9,43 330,,
2,18,2022,54,26,40,,25,e e.ee,0,e.e,e,5.7,20,350,M,M,2,,,
2,19,2022,66,32,49,,16,e e.ee,0,ese,e,5.8,16,140,M,M,1,19 140,,
2,20,2022,68,39,54,2,11,e e.ee,0,e.e,e 15.1,15.1,26,190,M,M,6,35 190,,
2,21,2022,85,56,71,19,e,6 e.e2,0.02,ese,e 15.5,15.5,31,170,M,M,9,46 160,,
2,22,2022,71,32,52,e,13,e e.44,0.44,e.e,e 16.1,16.1,29,330,M,M,8 13,35 330,,
2,23,2022,33,23,28,,37,e 0.08,0.08,T,T,16,24,10,M,M,10 1346,31,,
2,24,2022,30,22,26,,39,e e.eı,0.01,e.e,T,12.4,22,,M,M,le 16,3e 330,,
2,25,2022,38,23,31,,34,e e.ee,0,e.e,e,13.3,24,10,M,M,7,32,,
2,26,2022,40,34,37,,28,e O. el,0.01,e.e,e,8,14,30,M,M,10,18,,
2,27,2022,58,30,44,-9,21,e e.ee,0,e.e,e,8.2,20,le,M,M,1,27 330,,
2,28,2022,66,27,47,,18,e e.ee,0,e.e,e,4.1,10,,M,M,4,15 240,le,
3,1,2022,75,37,56,2,9,e e.ee,0,e.e,e,5,12,M,M,7,17 18e,,,
3,2,2022,79,44,62,8,3,e e.ee,0,e.e,e,5.1,14,M,M,6,18 17e,,,
3,3,2022,80,48,64,le,,e e.ee,0,e.e,e,6,14,M,M,4,18 17e,,,
3,4,2022,74,53,64,9,1,e e.ee,0,e.e,e 12.7 24 16e,12.7,24,M,M,8,35 16e,,le,
3,5,2022,80,65,73,18,e,8,8,e.e,e 19.e 29 19e,19,29,M,M,7,39 17e,,,
3,6,2022,79,39,59,4,6,e e.15,0.15,e.e,e 16. e 29 180,16,29,M,M,9 1,40 17e,,,
3,7,2022,52,37,45,,20,e e.e5,0.05,e.e,e 14.1 25 358,14.1,25,M,M,7,32 34e,,,
3,8,2022,47,33,40,,25,e,0.2,e.e,e,7.8,18,M,M,6,23,2e,,
3,9,2022,59,29,44,,21,e e.ee,0,e.B,e,5.6,15,M,M,1 1,21,40,,
3,10,2022,67,38,53,-3,12,e e.ee,0,e.e,e,8,25,M,M,1,30 3ee,,,
3,11,2022,44,31,38,,27,e,0.2,,e 19.5 30 350,19.5,30,M,M,7 4,39,le,,
3,12,2022,57,24,41,,24,e e.ee,0,e.e,e,5.8,13,M,M,e,17 17e,,,
3,13,2022,67,39,53,,12,e e.ee,0,e.e,e 17.1 29 18e,17.1,29,M,M,1,36 19e,,,
3,14,2022,78,48,63,5,2,e e.e8,0.08,e.B,e 15.4 29 2ee,15.4,29,M,M,7 35,4o 19e,,,
3,15,2022,72,48,60,2,5,e e.ee,0,e.e,e 11.9 23 33e,11.9,23,M,M,3,31 32e,,,
3,16,2022,81,46,64,6,,e e.ee,0,e.e,e le. 2 20 17e,10.2,20,M,M,2,30 180,,4e,
3,17,2022,77,57,67,8,e,2 e. e2,0.02,e.e,e 18.7 36 180,18.7,36,M,M,5 135,48 180,,,
3,18,2022,67,48,58,-1,7,e e.ee,0,e.e,e 17.7 31 32e,17.7,31,M,M,5,42 33e,,,
3,19,2022,77,41,59,e,6,e e.ee,0,e.B,e,7.3,16,M,M,,26 25e,,,
3,20,2022,82,51,67,8,e,2 e.ee,0,e.e,e 15.7 28 17e,15.7,28,M,M,4,37 17e,,,
3,21,2022,73,53,63,3,2,e e.88,0.88,e.e,e 15.7 33 28e,15.7,33,M,M,9 13,49 29e,,,
3,22,2022,57,47,52,-8,13,e e.ee,0,e.e,e 17.1 28 3ee,17.1,28,M,M,8 1,37 3ee,,,
3,23,2022,64,46,55,-5,le,e e.ee,0,e.e,e 16.2 31 32e,16.2,31,M,M,3,49 31e,,le,
3,24,2022,69,36,53,,12,e e.ee,0,e.e,e,8.8,22,M,M,,29 31e,,6e,
3,25,2022,81,42,62,,3,e e.ee,0,e.e,e,3.8,12,M,M,e,14,4e,,
3,26,2022,86,50,68,7,e,3 e.ee,0,e.e,e,7.2,14,M,M,e,19 24e,,,
3,27,2022,94,50,72,11,e,7 e.ee,0,e.e,e 11.6 24 17e,11.6,24,M,M,4,32 17e,,,
3,28,2022,86,60,73,11,e,8 e.ee,0,e.e,e 17.9 28 18e,17.9,28,M,M,4,40 17e,,,
3,29,2022,80,67,74,12,e,9 e.ee,0,e.B,e 23.6 36 17a,23.6,36,M,M,9,51 17a,,,
3,30,2022,74,48,61,-1,4,e e.94,0.94,e.e,e 14.9 29 31e,14.9,29,M,M,6 123,40 3ee,,,
3,31,2022,70,43,57,-5,8,e,0.2,e.e,e,8.4,24,M,M,3,38 31e,,le,
4,1,2022,76,46,61,-1,4,e e.e2,0.02,e.e,e 11.4 28 33e,11.4,28,,M,M,3,35 31e,,
4,2,2022,78,51,65,2,e,e,0.2,e.e,e,8,18,2e,M,M,,27,,
4,3,2022,86,54,70,7,e,5 e.ee,0,e.e,e 13.2 28 18e,13.2,28,,M,M,2,36 16e,,
4,4,2022,81,59,70,7,e,5 1.31,1.31,e.e,e 13.6 36 33e,13.6,36,,M,M,8 135,55 33e,,
4,5,2022,95,57,76,13,e,11,0.2,e.e,e 11.9 30 24e,11.9,30,,M,M,3 1,39 21e,,
4,6,2022,77,57,67,3,e,2 e.ee,0,e.e,e 2e.8 45,20.8,45,le,M,M,e,61,,
4,7,2022,71,50,61,,4,e e.ee,0,e.e,e 17.9 4e 33e,17.9,40,,M,M,4,55 33e,,
4,8,2022,69,49,59,-5,6,e e.ee,0,e.e,e 15.1 33 32e,15.1,33,,M,M,2,42 33e,,
4,9,2022,88,42,65,,e,e e.ee,0,e.e,e 14.8 28 18e,14.8,28,,M,M,e,39 18e,,
4,10,2022,86,62,74,le,e,9,0.2,e.e,e 23.7 33 17e,23.7,33,,M,M,5,44 16e,,
4,11,2022,89,71,80,15,e,15,0.2,e.g,e 18.2 3e 18e,18.2,30,,M,M,5 3,42 20e,,
4,12,2022,84,66,75,le,e,le e. 25,0.25,e.e,e 18.,18.1,43,,M,M,8 3,54 18e,7e,
4,13,2022,82,56,69,4,e,4 e.el,0.01,e.e,e 2e.e 3e 2ee,20,30,,M,M,4 3,44 18e,,
4,14,2022,77,58,64,-1,,e e.ee,0,e.e,e,9.2,18,,M,M,,25 13e,,
4,15,2022,84,56,70,4,e,5 e.ee,0,e.e,e 15.2 24 17e,15.2,24,,M,M,5,32 18e,,
4,16,2022,81,57,69,3,e,4 e.ee,0,e.e,e 13.3 23 34e,13.3,23,,M,M,le 18,27 33e,,
4,17,2022,79,57,68,2,e,3 e.ee,0,e.e,e,9.2,18,,M,M,6,33 31e,,
4,18,2022,75,51,63,-3,2,e e.ee,0,e.e,e 11.7 18,11.7,18,6e,M,M,4,26,,
4,19,2022,75,54,65,,e,e,0.2,e.e,e 15.6 3e 17e,15.6,30,,M,M,7,41 18e,38,
4,20,2022,91,65,78,11,e,13,0.2,e.e,e 23.1 35 19e,23.1,35,,M,M,7 1,44 19e,,
4,21,2022,86,73,80,13,e,15 e.ee,0,e.e,e 18.5 26 15e,18.5,26,,M,M,8,35 19e,,
4,22,2022,86,71,79,12,e,14 e.ee,0,e.e,e 19.8 33 16e,19.8,33,,M,M,7,47 15e,,
4,23,2022,84,70,77,le,e,12 e.ee,0,e.B,e 22.6 32 17e,22.6,32,,M,M,9,46 17e,,
4,24,2022,82,59,71,3,e,6 e.41,0.41,e.e,e 16.1 32 17e,16.1,32,,M,M,9 13,4e 18e,,
4,25,2022,68,56,62,-6,3,e e.54,0.54,e.e,e 12.9 24 36e,12.9,24,,M,M,8 13,3e,,
4,26,2022,75,50,63,-5,2,e e.ee,0,e.e,e,7.2,15,8e,M,M,2,22,,
4,27,2022,78,52,65,-3,e,e e.ee,0,e.e,e le. e 2e 16e,10,20,,M,M,5,27 18e,,
4,28,2022,82,63,73,5,e,8 e.ee,0,e.e,e 14.9 25 17e,14.9,25,,M,M,6,33 17e,,
4,29,2022,83,70,77,8,e,12 e.ee,0,e.e,e 19.7 30 18e,19.7,30,,M,M,7,4e 17e,5e,
4,30,2022,85,63,74,5,e,9 e.ee,0,e.e,e 12.6 26 19e,12.6,26,,M,M,4,36 18e,,
5,1,2022,85,58,72,3,e,7,0.2,e.e,e,9,22,,M,M,6,27 128,3e,
5,2,2022,87,65,76,6,e,11 e.7e,0.7,e.e,e 17.7 32 198,17.7,32,,M,M,7 13,44 189,,
5,3,2022,75,54,65,-5,e,e e. 61,0.61,e.e,e,9.9,22,,M,M,19 13,32,,
5,4,2022,88,69,74,4,e,9 e.2e,0.2,e.e,e 11.2 24 168,11.2,24,,M,M,9 12358,35 17e,,
5,5,2022,88,61,71,,e,6 e.12,0.12,e.e,e 11.e 24 328,11,24,,M,M,6 13,3e 3ee,,
5,6,2022,86,56,71,e,e,6 e.ee,0,e.e,e,5.8,13,,M,M,2,17 188,3e,
5,7,2022,98,68,79,8,e,14 e.ee,0,e.e,e 12.3 21 148,12.3,21,,M,M,7,28 149,,
5,8,2022,94,75,85,14,e,2e e.ee,0,e.e,e 19.5 28 198,19.5,28,,M,M,3,37 178,2e,
5,9,2022,93,76,85,13,e,2e e.ee,0,e.e,e 21.1 31 189,21.1,31,,M,M,4 8,39 19e,,
5,16,2022,92,78,85,13,e,2e e.ee,0,e.e,e 16.6 25 198,16.6,25,,M,M,6,34 198,,
5,11,2022,98,72,81,9,e,16 e.ee,0,e.e,e 13.8 22 18e,13.8,22,,M,M,6,31 198,,
5,12,2022,92,71,82,9,e,17 e.ee,0,e.e,e 14.1 23 189,14.1,23,,M,M,2,31 16e,,
5,13,2022,94,69,82,9,e,17,0.2,e.e,e 13.9 31 179,13.9,31,,M,M,4,41 17e,,
