Day,Month,Year,MAX,MIN,AVG,WTR,AVGSPD,MAXSPD,PollenCnt
26,2,2022,40.0,34.0,37.0,0.01,8.0,14.0,37
27,2,2022,58.0,30.0,44.0,0.0,8.2,20.0,58
28,2,2022,66.0,27.0,47.0,0.0,4.1,10.0,58
1,3,2022,75.0,37.0,56.0,0.0,5.0,12.0,257
2,3,2022,79.0,44.0,62.0,0.0,5.1,14.0,616
3,3,2022,80.0,48.0,64.0,0.0,6.0,14.0,1074
4,3,2022,74.0,53.0,64.0,0.0,12.7,24.0,1448
5,3,2022,80.0,65.0,73.0,8.0,19.0,29.0,1554
6,3,2022,79.0,39.0,59.0,0.15,16.0,29.0,1190
7,3,2022,52.0,37.0,45.0,0.05,14.1,25.0,676
8,3,2022,47.0,33.0,40.0,0.2,7.8,18.0,156
9,3,2022,59.0,29.0,44.0,0.0,5.6,15.0,76
12,3,2022,57.0,24.0,41.0,0.0,5.8,13.0,41
13,3,2022,67.0,39.0,53.0,0.0,17.1,29.0,289
14,3,2022,78.0,48.0,63.0,0.08,15.4,29.0,442
15,3,2022,72.0,48.0,60.0,0.0,11.9,23.0,786
16,3,2022,81.0,46.0,64.0,0.0,10.2,20.0,529
17,3,2022,77.0,57.0,67.0,0.02,18.7,36.0,300
18,3,2022,67.0,48.0,58.0,0.0,17.7,31.0,411
19,3,2022,77.0,41.0,59.0,0.0,7.3,16.0,278
20,3,2022,82.0,51.0,67.0,0.0,15.7,28.0,157
21,3,2022,73.0,53.0,63.0,0.88,15.7,33.0,212
22,3,2022,57.0,47.0,52.0,0.0,17.1,28.0,34
23,3,2022,64.0,46.0,55.0,0.0,16.2,31.0,194
24,3,2022,69.0,36.0,53.0,0.0,8.8,22.0,55
25,3,2022,81.0,42.0,62.0,0.0,3.8,12.0,37
26,3,2022,86.0,50.0,68.0,0.0,7.2,14.0,337
27,3,2022,94.0,50.0,72.0,0.0,11.6,24.0,596
28,3,2022,86.0,60.0,73.0,0.0,17.9,28.0,573
29,3,2022,80.0,67.0,74.0,0.0,23.6,36.0,893
30,3,2022,74.0,48.0,61.0,0.94,14.9,29.0,571
31,3,2022,70.0,43.0,57.0,0.2,8.4,24.0,157
1,4,2022,76.0,46.0,61.0,0.02,11.4,28.0,1244
2,4,2022,78.0,51.0,65.0,0.2,8.0,18.0,1688
3,4,2022,86.0,54.0,70.0,0.0,13.2,28.0,4881
4,4,2022,81.0,59.0,70.0,1.31,13.6,36.0,4833
5,4,2022,95.0,57.0,76.0,0.2,11.9,30.0,5219
6,4,2022,77.0,57.0,67.0,0.0,20.8,45.0,3567
7,4,2022,71.0,50.0,61.0,0.0,17.9,40.0,1725
8,4,2022,69.0,49.0,59.0,0.0,15.1,33.0,1161
9,4,2022,88.0,42.0,65.0,0.0,14.8,28.0,3737
10,4,2022,86.0,62.0,74.0,0.2,23.7,33.0,3017
11,4,2022,89.0,71.0,80.0,0.2,18.2,30.0,1823
12,4,2022,84.0,66.0,75.0,0.25,18.1,43.0,7601
13,4,2022,82.0,56.0,69.0,0.01,20.0,30.0,3061
14,4,2022,77.0,58.0,64.0,0.0,9.2,18.0,2446
15,4,2022,84.0,56.0,70.0,0.0,15.2,24.0,3054
16,4,2022,81.0,57.0,69.0,0.0,13.3,23.0,2874
17,4,2022,79.0,57.0,68.0,0.0,9.2,18.0,1842
18,4,2022,75.0,51.0,63.0,0.0,11.7,18.0,1666
19,4,2022,75.0,54.0,65.0,0.2,15.6,30.0,1356
20,4,2022,91.0,65.0,78.0,0.2,23.1,35.0,821
21,4,2022,86.0,73.0,80.0,0.0,18.5,26.0,733
22,4,2022,86.0,71.0,79.0,0.0,19.8,33.0,512
23,4,2022,84.0,70.0,77.0,0.0,22.6,32.0,299
24,4,2022,82.0,59.0,71.0,0.41,16.1,32.0,217
26,4,2022,75.0,50.0,63.0,0.0,7.2,15.0,493
27,4,2022,78.0,52.0,65.0,0.0,10.0,20.0,162
28,4,2022,82.0,63.0,73.0,0.0,14.9,25.0,190
29,4,2022,83.0,70.0,77.0,0.0,19.7,30.0,340
30,4,2022,85.0,63.0,74.0,0.0,12.6,26.0,205
1,5,2022,85.0,58.0,72.0,0.2,9.0,22.0,329
2,5,2022,87.0,65.0,76.0,0.7,17.7,32.0,198
3,5,2022,75.0,54.0,65.0,0.61,9.9,22.0,91
4,5,2022,88.0,69.0,74.0,0.2,11.2,24.0,157
5,5,2022,88.0,61.0,71.0,0.12,11.0,24.0,182
6,5,2022,86.0,56.0,71.0,0.0,5.8,13.0,106
7,5,2022,98.0,68.0,79.0,0.0,12.3,21.0,166
8,5,2022,94.0,75.0,85.0,0.0,19.5,28.0,151
9,5,2022,93.0,76.0,85.0,0.0,21.1,31.0,65
16,5,2022,92.0,78.0,85.0,0.0,16.6,25.0,71
11,5,2022,98.0,72.0,81.0,0.0,13.8,22.0,73
12,5,2022,92.0,71.0,82.0,0.0,14.1,23.0,57
13,5,2022,94.0,69.0,82.0,0.2,13.9,31.0,45
14,5,2022,93.0,68.0,81.0,0.0,8.0,15.0,53
15,5,2022,97.0,70.0,84.0,0.0,12.3,30.0,46
16,5,2022,98.0,67.0,79.0,0.0,8.1,17.0,71
17,5,2022,95.0,74.0,85.0,0.0,14.0,25.0,41
18,5,2022,96.0,73.0,85.0,0.0,16.1,29.0,28
19,5,2022,96.0,73.0,85.0,0.0,21.2,31.0,11
20,5,2022,95.0,75.0,85.0,0.0,22.5,33.0,6
21,5,2022,92.0,64.0,78.0,0.2,16.4,29.0,26
22,5,2022,76.0,69.0,65.0,0.2,13.9,26.0,23
23,5,2022,79.0,60.0,79.0,0.04,8.1,21.0,2
29,5,2022,94.0,72.0,83.0,0.0,28.5,32.0,11
30,5,2022,93.0,76.0,85.0,0.0,22.4,32.0,8
31,5,2022,95.0,77.0,86.0,0.0,17.6,25.0,2
1,6,2022,89.0,71.0,80.0,2.15,8.6,36.0,2
2,6,2022,84.0,65.0,75.0,0.38,10.2,39.0,2
3,6,2022,83.0,70.0,77.0,0.11,6.0,16.0,8
4,6,2022,87.0,68.0,78.0,0.0,6.9,14.0,6
5,6,2022,93.0,73.0,83.0,0.0,14.4,24.0,12
6,6,2022,94.0,76.0,85.0,0.0,16.5,26.0,24
7,6,2022,94.0,77.0,86.0,0.0,13.8,21.0,19
8,6,2022,89.0,75.0,82.0,0.0,13.8,28.0,9
9,6,2022,94.0,73.0,84.0,0.0,6.9,13.0,4
10,6,2022,99.0,76.0,88.0,0.0,7.5,21.0,39
11,6,2022,103.0,79.0,91.0,0.0,11.9,20.0,8
12,6,2022,102.0,80.0,91.0,0.0,16.1,23.0,4
13,6,2022,100.0,80.0,90.0,0.0,18.4,26.0,15
14,6,2022,97.0,78.0,88.0,0.0,22.5,32.0,4
15,6,2022,95.0,79.0,87.0,0.0,18.5,30.0,11
16,6,2022,100.0,81.0,91.0,0.0,9.9,18.0,0
17,6,2022,99.0,75.0,87.0,0.2,5.4,24.0,11
18,6,2022,99.0,75.0,87.0,0.0,7.4,16.0,4
19,6,2022,99.0,78.0,89.0,0.0,8.0,25.0,2
20,6,2022,101.0,76.0,89.0,0.0,10.4,20.0,13
21,6,2022,99.0,81.0,90.0,0.0,9.7,17.0,4
22,6,2022,99.0,77.0,88.0,0.0,7.2,15.0,6
23,6,2022,102.0,80.0,91.0,0.0,6.3,18.0,6
24,6,2022,103.0,82.0,93.0,0.0,10.9,20.0,9
25,6,2022,101.0,82.0,92.0,0.0,10.3,17.0,4
26,6,2022,101.0,78.0,90.0,0.0,9.6,24.0,0
27,6,2022,94.0,73.0,84.0,0.0,11.6,22.0,13
28,6,2022,92.0,76.0,84.0,0.0,9.1,15.0,6
29,6,2022,94.0,74.0,84.0,0.0,7.3,14.0,6
30,6,2022,99.0,73.0,86.0,0.0,7.8,22.0,4
1,7,2022,95.0,75.0,85.0,0.0,9.2,18.0,2
2,7,2022,99.0,77.0,88.0,0.0,8.1,28.0,4
3,7,2022,101.0,88.0,91.0,0.0,9.5,28.0,2
4,7,2022,100.0,81.0,91.0,0.0,12.9,21.0,0
5,7,2022,102.0,81.0,92.0,0.0,12.6,23.0,6
6,7,2022,103.0,82.0,93.0,0.0,12.3,29.0,2
7,7,2022,103.0,82.0,93.0,0.0,11.9,29.0,0
8,7,2022,106.0,83.0,95.0,0.0,9.8,18.0,4
9,7,2022,105.0,82.0,94.0,0.0,6.4,16.0,0
10,7,2022,102.0,81.0,92.0,0.0,9.2,16.0,4
11,7,2022,102.0,81.0,92.0,0.0,8.5,17.0,0
12,7,2022,102.0,80.0,91.0,0.0,7.9,22.0,0
13,7,2022,105.0,79.0,92.0,0.0,6.1,14.0,2
14,7,2022,96.0,79.0,88.0,0.0,10.8,29.0,0
15,7,2022,99.0,75.0,87.0,0.0,7.3,16.0,0
16,7,2022,100.0,78.0,89.0,0.0,9.2,17.0,2
17,7,2022,106.0,83.0,95.0,0.0,11.9,29.0,0
18,7,2022,109.0,86.0,98.0,0.0,15.9,24.0,0
19,7,2022,109.0,84.0,97.0,0.0,17.2,28.0,2
20,7,2022,109.0,82.0,96.0,0.0,14.4,28.0,2
21,7,2022,101.0,85.0,93.0,0.2,11.1,24.0,2
22,7,2022,100.0,83.0,92.0,0.0,12.8,24.0,11
23,7,2022,100.0,78.0,89.0,0.0,11.5,28.0,6
24,7,2022,102.0,82.0,92.0,0.0,13.6,21.0,0
25,7,2022,104.0,83.0,94.0,0.0,13.3,21.0,0
26,7,2022,103.0,81.0,92.0,0.0,12.3,25.0,0
27,7,2022,103.0,83.0,93.0,0.0,12.7,22.0,0
28,7,2022,102.0,82.0,92.0,0.0,11.9,28.0,0
29,7,2022,102.0,82.0,92.0,0.2,10.4,23.0,4
30,7,2022,100.0,82.0,91.0,0.0,13.5,21.0,2
31,7,2022,104.0,83.0,91.0,0.0,19.4,23.0,6
1,8,2022,91.0,83.0,92.0,0.0,12.9,39.0,2
2,8,2022,103.0,83.0,93.0,0.0,14.3,23.0,2
3,8,2022,104.0,82.0,93.0,0.0,16.1,23.0,0
4,8,2022,101.0,81.0,91.0,0.0,12.9,21.0,4
5,8,2022,104.0,82.0,93.0,0.0,18.4,24.0,0
6,8,2022,100.0,79.0,89.0,0.0,19.8,29.0,2
7,8,2022,100.0,88.0,99.0,0.0,12.8,21.0,2
8,8,2022,101.0,82.0,92.0,0.0,10.7,21.0,0
9,8,2022,101.0,89.0,91.0,0.2,9.2,28.0,0
19,8,2022,99.0,76.0,88.0,0.41,6.1,28.0,8
11,8,2022,98.0,75.0,87.0,0.0,5.8,17.0,0
12,8,2022,97.0,78.0,88.0,0.0,7.7,15.0,4
13,8,2022,99.0,89.0,99.0,0.0,7.6,14.0,0
14,8,2022,99.0,77.0,88.0,0.0,7.8,17.0,2
15,8,2022,100.0,88.0,98.0,0.0,10.2,18.0,2
16,8,2022,101.0,82.0,92.0,0.0,7.7,16.0,0
17,8,2022,102.0,73.0,88.0,0.48,18.3,28.0,4
18,8,2022,86.0,74.0,89.0,0.2,5.2,13.0,2
19,8,2022,94.0,73.0,84.0,0.0,6.3,17.0,8
20,8,2022,92.0,76.0,84.0,0.0,19.4,21.0,6
21,8,2022,89.0,74.0,82.0,3.53,9.2,28.0,2
22,8,2022,80.0,72.0,76.0,5.66,7.3,17.0,2
23,8,2022,86.0,73.0,89.0,0.38,8.9,17.0,0
24,8,2022,90.0,75.0,83.0,0.0,6.2,15.0,11
25,8,2022,93.0,74.0,84.0,0.0,6.6,15.0,54
26,8,2022,94.0,74.0,84.0,0.0,4.3,13.0,155
27,8,2022,97.0,76.0,87.0,0.0,7.9,17.0,2729
28,8,2022,97.0,79.0,88.0,0.0,13.6,21.0,3341
29,8,2022,94.0,75.0,85.0,0.15,9.3,23.0,307
30,8,2022,98.0,76.0,83.0,0.2,7.4,18.0,292
31,8,2022,90.0,74.0,82.0,0.15,6.4,17.0,30
1,9,2022,85.0,75.0,80.0,0.23,4.2,25.0,13
2,9,2022,86.0,74.0,80.0,0.1,7.9,18.0,15
3,9,2022,97.0,73.0,85.0,0.0,4.2,22.0,6
4,9,2022,95.0,72.0,84.0,0.2,5.2,31.0,30
5,9,2022,92.0,68.0,80.0,0.0,7.4,23.0,19
6,9,2022,95.0,73.0,84.0,0.0,4.0,17.0,209
7,9,2022,95.0,73.0,84.0,0.0,5.8,18.0,185
8,9,2022,90.0,75.0,83.0,0.0,5.9,13.0,114
9,9,2022,89.0,70.0,80.0,0.0,6.2,14.0,73
10,9,2022,90.0,66.0,78.0,0.0,4.1,13.0,45
11,9,2022,85.0,69.0,77.0,0.0,11.1,21.0,314
12,9,2022,87.0,65.0,76.0,0.0,4.3,9.0,296
13,9,2022,90.0,67.0,79.0,0.0,8.4,16.0,100
14,9,2022,88.0,64.0,76.0,0.0,8.3,15.0,57
15,9,2022,88.0,63.0,76.0,0.0,7.7,15.0,78
16,9,2022,92.0,67.0,80.0,0.0,9.5,20.0,60
17,9,2022,94.0,76.0,85.0,0.0,12.4,18.0,994
18,9,2022,95.0,76.0,86.0,0.0,10.4,17.0,1963
19,9,2022,95.0,75.0,85.0,0.0,7.6,15.0,255
20,9,2022,96.0,76.0,86.0,0.0,7.8,15.0,192
21,9,2022,96.0,74.0,85.0,0.0,5.8,14.0,174
22,9,2022,98.0,70.0,84.0,0.0,3.3,14.0,300
23,9,2022,97.0,72.0,85.0,0.0,7.4,21.0,247
24,9,2022,96.0,76.0,86.0,0.0,9.3,16.0,178
25,9,2022,98.0,75.0,87.0,0.0,7.0,18.0,231
26,9,2022,87.0,66.0,77.0,0.0,9.8,20.0,289
27,9,2022,88.0,59.0,74.0,0.0,6.1,12.0,161
28,9,2022,91.0,65.0,78.0,0.0,7.7,16.0,201
29,9,2022,81.0,64.0,73.0,0.0,9.1,20.0,306
30,9,2022,81.0,58.0,70.0,0.0,5.7,10.0,229
1,10,2022,82.0,56.0,69.0,0.0,3.6,12.0,122
2,10,2022,84.0,57.0,71.0,0.0,2.9,12.0,97
3,10,2022,85.0,58.0,72.0,0.0,3.3,9.0,110
4,10,2022,85.0,60.0,73.0,0.0,3.6,10.0,123
5,10,2022,88.0,60.0,74.0,0.0,3.4,9.0,133
6,10,2022,89.0,60.0,75.0,0.0,3.4,9.0,272
7,10,2022,88.0,64.0,76.0,0.0,5.6,18.0,322
8,10,2022,78.0,61.0,70.0,0.0,10.4,17.0,264
9,10,2022,82.0,58.0,70.0,0.0,5.3,9.0,41
10,10,2022,87.0,65.0,76.0,0.0,8.7,18.0,303
11,10,2022,84.0,67.0,76.0,0.2,13.5,23.0,298
12,10,2022,95.0,69.0,82.0,0.0,11.5,20.0,218
13,10,2022,82.0,58.0,70.0,0.0,7.8,15.0,127
14,10,2022,87.0,56.0,72.0,0.0,9.1,18.0,92
15,10,2022,94.0,71.0,83.0,0.0,12.9,21.0,125
16,10,2022,80.0,64.0,72.0,0.07,11.0,31.0,119
17,10,2022,71.0,53.0,62.0,0.0,12.8,22.0,32
18,10,2022,65.0,48.0,57.0,0.0,10.2,21.0,17
19,10,2022,67.0,42.0,55.0,0.0,4.3,12.0,13
20,10,2022,85.0,50.0,68.0,0.0,8.4,18.0,76
21,10,2022,92.0,51.0,72.0,0.0,10.6,24.0,56
22,10,2022,88.0,65.0,77.0,0.0,21.5,32.0,37
23,10,2022,87.0,70.0,79.0,0.0,23.0,36.0,82
24,10,2022,76.0,59.0,68.0,2.3,13.1,25.0,73
25,10,2022,71.0,52.0,62.0,0.2,14.4,36.0,36
26,10,2022,73.0,47.0,60.0,0.0,5.0,12.0,11
27,10,2022,75.0,50.0,63.0,0.0,10.7,18.0,8
28,10,2022,64.0,52.0,58.0,1.91,12.6,39.0,4
29,10,2022,65.0,55.0,60.0,0.15,12.7,20.0,2
30,10,2022,75.0,55.0,65.0,0.0,8.4,16.0,17
31,10,2022,78.0,51.0,65.0,0.0,2.2,7.0,1513
1,11,2022,78.0,56.0,67.0,0.0,5.2,15.0,19
2,11,2022,75.0,55.0,65.0,0.0,9.2,17.0,8
3,11,2022,80.0,66.0,73.0,0.2,12.8,24.0,17
4,11,2022,78.0,49.0,64.0,3.01,16.0,44.0,27
5,11,2022,66.0,44.0,55.0,0.0,9.1,17.0,17
6,11,2022,81.0,55.0,68.0,0.0,11.5,20.0,22
7,11,2022,82.0,63.0,73.0,0.03,4.8,20.0,13
8,11,2022,80.0,68.0,74.0,0.0,8.0,15.0,2
9,11,2022,83.0,67.0,75.0,0.0,11.1,22.0,10
10,11,2022,75.0,62.0,69.0,0.2,8.6,21.0,8
11,11,2022,68.0,41.0,55.0,0.52,16.0,29.0,10
12,11,2022,53.0,35.0,44.0,0.0,10.0,18.0,8
13,11,2022,54.0,33.0,44.0,0.0,5.7,15.0,6
14,11,2022,45.0,41.0,43.0,0.45,9.8,18.0,0
15,11,2022,46.0,37.0,42.0,0.0,9.8,20.0,0
16,11,2022,56.0,38.0,47.0,0.0,5.4,12.0,0
17,11,2022,60.0,34.0,47.0,0.0,5.0,13.0,6
18,11,2022,48.0,37.0,43.0,0.2,10.6,18.0,4
19,11,2022,44.0,35.0,40.0,0.2,8.0,17.0,6
20,11,2022,51.0,30.0,41.0,0.2,5.1,12.0,2
21,11,2022,52.0,40.0,46.0,0.02,6.9,13.0,2
22,11,2022,61.0,40.0,51.0,0.0,4.7,14.0,0
23,11,2022,58.0,50.0,54.0,0.0,6.0,14.0,0
24,11,2022,58.0,53.0,56.0,0.7,8.8,22.0,0
25,11,2022,59.0,50.0,55.0,0.2,11.4,21.0,0
26,11,2022,56.0,47.0,52.0,1.17,10.6,22.0,0
27,11,2022,64.0,45.0,55.0,0.0,9.7,16.0,0
28,11,2022,69.0,38.0,54.0,0.0,9.8,20.0,2
29,11,2022,81.0,43.0,62.0,0.0,16.1,33.0,60
30,11,2022,51.0,35.0,43.0,0.0,10.4,29.0,8
1,12,2022,52.0,35.0,44.0,0.2,8.1,18.0,2
2,12,2022,65.0,49.0,57.0,0.2,11.6,24.0,0
3,12,2022,60.0,46.0,53.0,0.0,13.5,29.0,13
4,12,2022,58.0,47.0,53.0,0.2,7.5,16.0,19
5,12,2022,81.0,52.0,67.0,0.0,14.2,22.0,17
6,12,2022,77.0,61.0,69.0,0.2,7.1,16.0,39
7,12,2022,74.0,58.0,66.0,0.06,6.7,15.0,9
8,12,2022,77.0,57.0,67.0,0.1,3.4,12.0,13
9,12,2022,68.0,58.0,63.0,0.06,6.8,15.0,2
10,12,2022,74.0,54.0,64.0,1.37,9.2,23.0,30
11,12,2022,58.0,52.0,55.0,0.04,6.9,15.0,2
12,12,2022,64.0,55.0,60.0,0.02,11.7,24.0,0
13,12,2022,69.0,54.0,62.0,0.73,13.0,41.0,9
14,12,2022,59.0,43.0,51.0,0.2,12.0,22.0,24
15,12,2022,55.0,37.0,46.0,0.0,7.6,16.0,1465
16,12,2022,50.0,37.0,44.0,0.0,9.2,17.0,4
17,12,2022,52.0,35.0,44.0,0.0,7.0,16.0,0
18,12,2022,55.0,31.0,43.0,0.0,7.1,16.0,0
19,12,2022,49.0,44.0,47.0,0.01,10.5,20.0,0
20,12,2022,56.0,39.0,48.0,0.2,9.8,17.0,6
21,12,2022,52.0,31.0,42.0,0.0,7.3,15.0,2
22,12,2022,45.0,11.0,28.0,0.2,22.1,38.0,15
23,12,2022,25.0,11.0,18.0,0.0,15.6,24.0,4
24,12,2022,37.0,2.2,30.0,0.0,5.3,12.0,0
25,12,2022,52.0,22.0,37.0,0.0,7.5,15.0,0
26,12,2022,59.0,29.0,44.0,0.0,10.6,26.0,0
27,12,2022,52.0,23.0,38.0,0.0,9.0,16.0,0
28,12,2022,73.0,43.0,58.0,0.0,17.7,31.0,0
29,12,2022,74.0,55.0,65.0,0.0,10.6,28.0,873
30,12,2022,63.0,46.0,55.0,0.0,5.2,10.0,11
31,12,2022,74.0,46.0,60.0,0.0,11.3,25.0,190
